strategy,start_date,end_date,final_value,return_pct,cagr_pct,max_drawdown_pct,lump_final,beats_lump
Hybrid25pct_3y,2000-11,2010-11,6250289.9071832,-37.497100928168,-4.590852321666783,70.38922698199448,5545893.166312471,True
DCA_5y,2000-11,2010-11,6631968.627080106,-33.68031372919894,-4.023646308155171,70.3892269819945,5545893.166312471,True
Hybrid25pct_5y,2000-11,2010-11,6360449.761888198,-36.39550238111803,-4.424014968468326,70.38922698199448,5545893.166312471,True
DCA_7y,2000-11,2010-11,6412637.968299242,-35.87362031700758,-4.345881855420375,69.55600728082693,5545893.166312471,True
Hybrid25pct_7y,2000-11,2010-11,6195951.767802554,-38.04048232197446,-4.674124459055983,69.73953666611963,5545893.166312471,True
DCA_10y,2000-11,2010-11,7873192.241292198,-21.268077587078015,-2.362851892522455,55.58130502311457,5545893.166312471,True
Hybrid25pct_10y,2000-11,2010-11,7291367.472547266,-27.086325274527347,-3.1095665779407256,59.09580852134278,5545893.166312471,True
LumpSum,2000-12,2010-12,5077545.463463101,-49.224545365368996,-6.552995994386013,78.07993030330643,5077545.463463101,False
DCA_3y,2000-12,2010-12,6623453.678757362,-33.76546321242638,-4.035976074656034,70.38922698199453,5077545.463463101,True
Hybrid25pct_3y,2000-12,2010-12,6236976.624933808,-37.63023375066192,-4.611194227184557,70.38922698199447,5077545.463463101,True
DCA_5y,2000-12,2010-12,6772994.557524244,-32.270054424757554,-3.8214838048360233,70.3892269819945,5077545.463463101,True
Hybrid25pct_5y,2000-12,2010-12,6349132.284008958,-36.50867715991042,-4.441034931264342,70.38922698199448,5077545.463463101,True
DCA_7y,2000-12,2010-12,6565274.284954825,-34.347257150451746,-4.120604444852772,69.45595672621113,5077545.463463101,True
Hybrid25pct_7y,2000-12,2010-12,6193342.0795819,-38.066579204181004,-4.678140274343223,69.63873502332596,5077545.463463101,True
DCA_10y,2000-12,2010-12,8075385.083157182,-19.246149168428182,-2.1149596626584,55.0676995192101,5077545.463463101,True
Hybrid25pct_10y,2000-12,2010-12,7325925.178233661,-26.74074821766339,-3.0637426470074836,58.40504379050292,5077545.463463101,True
LumpSum,2001-01,2011-01,4232729.593716551,-57.67270406283449,-8.238172878307527,78.07993030330643,4232729.593716551,False
DCA_3y,2001-01,2011-01,7169905.920674948,-28.30094079325052,-3.272192087610293,70.38922698199451,4232729.593716551,True
Hybrid25pct_3y,2001-01,2011-01,6435611.838935359,-35.64388161064641,-4.311668002165437,70.38922698199447,4232729.593716551,True
DCA_5y,2001-01,2011-01,7314215.422594785,-26.857845774052148,-3.0792480902165242,70.3892269819945,4232729.593716551,True
Hybrid25pct_5y,2001-01,2011-01,6543843.965375227,-34.56156034624773,-4.15194739280258,70.3892269819945,4232729.593716551,True
DCA_7y,2001-01,2011-01,7104492.9535188,-28.955070464811993,-3.360803855098027,69.34932209018557,4232729.593716551,True
Hybrid25pct_7y,2001-01,2011-01,6386552.113568243,-36.13447886431758,-4.3848642346128734,69.50688956922943,4232729.593716551,True
DCA_10y,2001-01,2011-01,8746735.176044224,-12.532648239557764,-1.330120513488775,54.56564405307678,4232729.593716551,True
Hybrid25pct_10y,2001-01,2011-01,7618233.780462307,-23.817662195376933,-2.683735622441874,57.36057569501778,4232729.593716551,True
LumpSum,2001-02,2011-02,5891790.567252013,-41.082094327479865,-5.15275292654791,77.09519225635955,5891790.567252013,False
DCA_3y,2001-02,2011-02,7491707.799764104,-25.082922002358956,-2.8465822918695483,70.38922698199453,5891790.567252013,True
Hybrid25pct_3y,2001-02,2011-02,7091728.49163609,-29.082715083639098,-3.378180827774191,70.38922698199448,5891790.567252013,True
DCA_5y,2001-02,2011-02,7597214.684515946,-24.02785315484054,-2.7106190712984146,70.3892269819945,5891790.567252013,True
Hybrid25pct_5y,2001-02,2011-02,7170858.655199964,-28.29141344800037,-3.2709068488209647,70.3892269819945,5891790.567252013,True
DCA_7y,2001-02,2011-02,7419157.347383312,-25.808426526166883,-2.941079176926986,69.16468405286534,5891790.567252013,True
Hybrid25pct_7y,2001-02,2011-02,7037315.652350493,-29.62684347649507,-3.452573252838287,69.40639822945742,5891790.567252013,True
DCA_10y,2001-02,2011-02,9104272.636046175,-8.957273639538254,-0.9340233410705778,54.088131533169815,5891790.567252013,True
Hybrid25pct_10y,2001-02,2011-02,8301152.118847635,-16.988478811523656,-1.844681359337974,57.733565290623275,5891790.567252013,True
LumpSum,2001-03,2011-03,5290825.464877546,-47.091745351224546,-6.167703951113046,77.09519225635955,5290825.464877546,False
DCA_3y,2001-03,2011-03,7303604.911058525,-26.963950889414757,-3.0933172779739504,70.38922698199451,5290825.464877546,True
Hybrid25pct_3y,2001-03,2011-03,6800410.04951329,-31.995899504867097,-3.7826237302833854,70.38922698199447,5290825.464877546,True
